,Unnamed: 0,f,t,c
2883,34827,Burkholderia_pseudomallei_1655,331109,collection11
2884,13329,Burkholderia_pseudomallei_1710a,320371,collection4
2885,30717,Burkholderia_pseudomallei_1710b,320372,collection0
2886,4313,Burkholderia_pseudomallei_305,425067,collection10
2887,21641,Burkholderia_pseudomallei_406e,360118,collection8
2888,39854,Burkholderia_pseudomallei_576,557724,collection15
2889,21827,Burkholderia_pseudomallei_668,320373,collection6
2890,34377,Burkholderia_pseudomallei_7894,441156,collection92
2891,38880,Burkholderia_pseudomallei_a79a,1439855,collection90
2892,20506,Burkholderia_pseudomallei_a79c,1439856,collection87
2893,20693,Burkholderia_pseudomallei_a79d,1439857,collection87
2894,16528,Burkholderia_pseudomallei_abcpw_1,1434207,collection88
2895,20525,Burkholderia_pseudomallei_abcpw_107,1434928,collection87
2896,7622,Burkholderia_pseudomallei_abcpw_30,1434208,collection89
2897,16543,Burkholderia_pseudomallei_abcpw_91,1434209,collection88
2898,20551,Burkholderia_pseudomallei_b03,1439854,collection87
2899,20517,Burkholderia_pseudomallei_bdu_2,1434211,collection87
2900,725,Burkholderia_pseudomallei_bpc006,1229785,collection20
2901,14058,Burkholderia_pseudomallei_hbpub10134a,1306418,collection86
2902,14176,Burkholderia_pseudomallei_hbpub10303a,1306419,collection86
2903,16570,Burkholderia_pseudomallei_k42,1439852,collection88
2904,24930,Burkholderia_pseudomallei_k96243,272560,collection7
2905,38865,Burkholderia_pseudomallei_mshr1000,1437001,collection90
2906,16461,Burkholderia_pseudomallei_mshr1029,1435991,collection88
2907,2651,Burkholderia_pseudomallei_mshr1043,1247713,collection32
2908,38829,Burkholderia_pseudomallei_mshr1153,1437000,collection90
2909,27192,Burkholderia_pseudomallei_mshr1328,1249469,collection107
2910,7654,Burkholderia_pseudomallei_mshr1357,1435992,collection89
2911,31944,Burkholderia_pseudomallei_mshr146,1249471,collection56
2912,16518,Burkholderia_pseudomallei_mshr2138,1435993,collection88
2913,7804,Burkholderia_pseudomallei_mshr2243,1435994,collection89
2914,7681,Burkholderia_pseudomallei_mshr2451,1435995,collection89
2915,17415,Burkholderia_pseudomallei_mshr2543,1249472,collection91
2916,38839,Burkholderia_pseudomallei_mshr2990,1435996,collection90
2917,16648,Burkholderia_pseudomallei_mshr3016,1435997,collection88
2918,16460,Burkholderia_pseudomallei_mshr303,1435982,collection88
2919,19582,Burkholderia_pseudomallei_mshr305,1335307,collection41
2920,7646,Burkholderia_pseudomallei_mshr332,1435983,collection89
2921,7634,Burkholderia_pseudomallei_mshr3335,1437002,collection89
2922,12813,Burkholderia_pseudomallei_mshr338,1343079,collection55
2923,7757,Burkholderia_pseudomallei_mshr3458,1437003,collection89
2924,26151,Burkholderia_pseudomallei_mshr346,536230,collection22
2925,7623,Burkholderia_pseudomallei_mshr3709,1437004,collection89
2926,16479,Burkholderia_pseudomallei_mshr3951,1434192,collection88
2927,16564,Burkholderia_pseudomallei_mshr3960,1434203,collection88
2928,7776,Burkholderia_pseudomallei_mshr3964,1434927,collection89
2929,16603,Burkholderia_pseudomallei_mshr3965,1435372,collection88
2930,7701,Burkholderia_pseudomallei_mshr4000,1435370,collection89
2931,16641,Burkholderia_pseudomallei_mshr4003,1435369,collection88
2932,20583,Burkholderia_pseudomallei_mshr4012,1435367,collection87
2933,16582,Burkholderia_pseudomallei_mshr4032,1434193,collection88
2934,7656,Burkholderia_pseudomallei_mshr4299,1434201,collection89
2935,7809,Burkholderia_pseudomallei_mshr4300,1434194,collection89
2936,38905,Burkholderia_pseudomallei_mshr4303,1434195,collection90
2937,16559,Burkholderia_pseudomallei_mshr4304,1434196,collection88
2938,16514,Burkholderia_pseudomallei_mshr4308,1434197,collection88
2939,20540,Burkholderia_pseudomallei_mshr435,1435985,collection87
2940,16602,Burkholderia_pseudomallei_mshr4372,1434198,collection88
2941,7640,Burkholderia_pseudomallei_mshr4375,1434199,collection89
2942,16509,Burkholderia_pseudomallei_mshr4377,1434200,collection88
2943,7639,Burkholderia_pseudomallei_mshr4378,1435364,collection89
2944,20658,Burkholderia_pseudomallei_mshr4462,1434205,collection87
2945,7635,Burkholderia_pseudomallei_mshr449,1435986,collection89
2946,16617,Burkholderia_pseudomallei_mshr4503,1434206,collection88
2947,20696,Burkholderia_pseudomallei_mshr456,1435998,collection87
2948,7633,Burkholderia_pseudomallei_mshr465j,1435987,collection89
2949,7765,Burkholderia_pseudomallei_mshr4868,1435363,collection89
2950,38900,Burkholderia_pseudomallei_mshr491,1249473,collection90
2951,9114,Burkholderia_pseudomallei_mshr511,1249474,collection57
2952,28560,Burkholderia_pseudomallei_mshr520,1249659,collection47
2953,16541,Burkholderia_pseudomallei_mshr543,1435990,collection88
2954,38980,Burkholderia_pseudomallei_mshr5492,1435362,collection90
2955,38798,Burkholderia_pseudomallei_mshr5569,1434925,collection90
2956,38841,Burkholderia_pseudomallei_mshr5596,1434926,collection90
2957,7818,Burkholderia_pseudomallei_mshr5608,1434931,collection89
2958,7643,Burkholderia_pseudomallei_mshr5609,1434932,collection89
2959,20523,Burkholderia_pseudomallei_mshr5613,1435050,collection87
2960,20493,Burkholderia_pseudomallei_mshr5848,1306420,collection87
2961,36670,Burkholderia_pseudomallei_mshr5855,1306421,collection81
2962,14256,Burkholderia_pseudomallei_mshr5858,1306417,collection86
2963,18276,Burkholderia_pseudomallei_mshr6137,1408264,collection49
2964,7682,Burkholderia_pseudomallei_mshr62,1435984,collection89
2965,16629,Burkholderia_pseudomallei_mshr640,1437005,collection88
2966,16565,Burkholderia_pseudomallei_mshr684,1435999,collection88
2967,38809,Burkholderia_pseudomallei_mshr733,1436999,collection90
2968,38897,Burkholderia_pseudomallei_mshr7334,1434930,collection90
2969,16662,Burkholderia_pseudomallei_mshr7343,1435049,collection88
2970,38981,Burkholderia_pseudomallei_mshr7498,1435048,collection90
2971,16615,Burkholderia_pseudomallei_mshr7500,1435374,collection88
2972,7802,Burkholderia_pseudomallei_mshr7504,1435373,collection89
2973,20651,Burkholderia_pseudomallei_mshr7527,1435371,collection87
2974,34394,Burkholderia_pseudomallei_mshr840,1249475,collection92
2975,38819,Burkholderia_pseudomallei_mshr983,1435989,collection90
2976,17364,Burkholderia_pseudomallei_nau20b_16,1249476,collection44
2977,1361,Burkholderia_pseudomallei_nau35a_3,1249477,collection85
2978,32723,Burkholderia_pseudomallei_nctc_13178,1249468,collection42
2979,12369,Burkholderia_pseudomallei_nctc_13179,1241583,collection43
2980,8099,Burkholderia_pseudomallei_pakistan_9,595498,collection5
2981,575,Burkholderia_pseudomallei_pasteur_52237,331978,collection20
2982,17579,Burkholderia_pseudomallei_pb08298010,1249658,collection91
2983,21602,Burkholderia_pseudomallei_s13,320374,collection8
2984,7606,Burkholderia_pseudomallei_tsv28,1439860,collection89
2985,7621,Burkholderia_pseudomallei_tsv32,1439859,collection89
2986,7806,Burkholderia_pseudomallei_tsv44,1439858,collection89
2987,7758,Burkholderia_pseudomallei_tsv5,1439861,collection89
2988,16652,Burkholderia_pseudomallei_tsv_25,1434210,collection88
2989,7700,Burkholderia_pseudomallei_tsv_31,1434204,collection89
2990,38797,Burkholderia_pseudomallei_tsv_43,1434202,collection90
2991,16647,Burkholderia_pseudomallei_tsv_48,1435365,collection88
2992,36649,Burkholderia_pyrrocinia,60550,collection81
2993,22315,Burkholderia_sp_2002721687,1468409,collection94
2994,16650,Burkholderia_sp_a9,1365108,collection88
2995,17308,Burkholderia_sp_au4i,1335308,collection44
2997,558,Burkholderia_sp_bt03,1144309,collection20
2998,8225,Burkholderia_sp_ccge1001,640510,collection5
2999,13248,Burkholderia_sp_ccge1002,640511,collection23
3000,34928,Burkholderia_sp_ccge1003,640512,collection11
3001,21447,Burkholderia_sp_ch1_1,243261,collection8
3002,15373,Burkholderia_sp_h160,516466,collection18
3003,30498,Burkholderia_sp_kj006,416344,collection14
3004,30945,Burkholderia_sp_leaf177,1736287,collection171
3005,1630,Burkholderia_sp_lig30,1192124,collection64
3006,28608,Burkholderia_sp_lk4,1628208,collection123
3007,34424,Burkholderia_sp_mr1,870478,collection92
3008,24213,Burkholderia_sp_msh2,1506588,collection68
3009,2445,Burkholderia_sp_mshr3999,1542965,collection125
3010,5146,Burkholderia_sp_rpe64,758793,collection36
3011,33234,Burkholderia_sp_rpe67,758796,collection93
3012,4467,Burkholderia_sp_sj98,406819,collection10
3013,28952,Burkholderia_sp_st111,1682204,collection139
3014,29940,Burkholderia_sp_tji49,987057,collection19
3016,33447,Burkholderia_sp_usm_b20,1571773,collection95
3017,26262,Burkholderia_sp_yi23,1097668,collection17
3018,38996,Burkholderia_thailandensis,57975,collection90
3019,17494,Burkholderia_thailandensis_2002721643,1249660,collection91
3020,37181,Burkholderia_thailandensis_2002721723,1241582,collection52
3021,34422,Burkholderia_thailandensis_34,1249664,collection92
3022,1440,Burkholderia_thailandensis_e254,1249665,collection85
3023,21885,Burkholderia_thailandensis_e264,271848,collection6
3024,10372,Burkholderia_thailandensis_e444,1249662,collection51
3025,11503,Burkholderia_thailandensis_h0587,1249663,collection58
3026,23413,Burkholderia_thailandensis_msmb121,1249661,collection27
3027,26067,Burkholderia_thailandensis_msmb43,441157,collection22
3028,14276,Burkholderia_thailandensis_msmb59,1250339,collection86
3029,38816,Burkholderia_thailandensis_phuket_4w_1,1249666,collection90
3030,19017,Burkholderia_thailandensis_usamru_malaysia_20,1249667,collection84
3031,22270,Burkholderia_ubonensis_msmb22,1249668,collection94
3032,23798,Burkholderia_vietnamiensis,60552,collection96
3033,7944,Burkholderia_vietnamiensis_g4,269482,collection25
3034,17459,Burkholderia_vietnamiensis_lmg_10929,1449978,collection91
3035,20229,Burkholderiaceae_bacterium_16,1619952,collection133
3036,11800,Burkholderiaceae_bacterium_26,1619951,collection124
3037,547,Burkholderiales_bacterium_1_1_47,469610,collection20
3038,22159,Burkholderiales_bacterium_gj_e10,1469502,collection94
3039,13467,Burkholderiales_bacterium_joshi_001,864051,collection4
3040,11191,Buttiauxella_agrestis_atcc_33320,1006004,collection77
3041,15374,Butyrate_producing_bacterium_sm4_1,245012,collection18
3042,26365,Butyrate_producing_bacterium_ss3_4,245014,collection17
3043,5142,Butyricicoccus_pullicaecorum_1_2,1203606,collection36
3044,8044,Butyrivibrio_crossotus_dsm_2876,511680,collection25
3045,26022,Butyrivibrio_fibrisolvens_16_4,657324,collection22
3046,31622,Butyrivibrio_proteoclasticus_b316,515622,collection12
3047,27456,Caedibacter_varicaedens,1629334,collection129
3048,38370,Caenispirillum_salinarum_ak4,1238182,collection3
3049,13236,Caldalkalibacillus_thermarum_ta2_a1,986075,collection23
3050,30526,Caldanaerobacter_subterraneus_subsp_pacificus_dsm_12653,391606,collection14
3051,4373,Caldanaerobacter_subterraneus_subsp_tengcongensis_mb4,273068,collection10
3052,10067,Caldanaerobacter_subterraneus_subsp_yonseiensis_kb_1,1388761,collection53
3053,26304,Caldicellulosiruptor_bescii_dsm_6725,521460,collection17
3054,21371,Caldicellulosiruptor_hydrothermalis_108,632292,collection24
3055,34911,Caldicellulosiruptor_kristjanssonii_i77r1b,632335,collection11
3056,39833,Caldicellulosiruptor_kronotskyensis_2002,632348,collection15
3057,26049,Caldicellulosiruptor_lactoaceticus_6a,632516,collection22
3058,15291,Caldicellulosiruptor_obsidiansis_ob47,608506,collection18
3059,13260,Caldicellulosiruptor_owensensis_ol,632518,collection23
3060,30678,Caldicellulosiruptor_saccharolyticus_dsm_8903,351627,collection14
3061,12309,Caldilinea_aerophila_dsm_14535_nbrc_104270,926550,collection2
3062,4896,Caldisalinibacter_kiritimatiensis,1304284,collection29
3063,29608,Caldisericum_exile_azm16c01,511051,collection1
3064,34804,Caldisphaera_lagunensis_dsm_15908,1056495,collection11
3065,15359,Calditerrivibrio_nitroreducens_dsm_19672,768670,collection18
3066,3872,Caldithrix_abyssi_dsm_13497,880073,collection21
3067,36527,Caldivirga_maquilingensis_ic_167,397948,collection16
3068,36491,Caloramator_australicus_rc3,857293,collection16
3069,14285,Caloranaerobacter_azorensis_h53214,1156417,collection86
3070,11687,Caloranaerobacter_sp_tr13,1302151,collection124
3071,14566,Calothrix_sp_336_3,1337936,collection66
3072,3794,Calothrix_sp_pcc_6303,1170562,collection21
3073,36615,Calothrix_sp_pcc_7507,99598,collection16
3074,29561,Caminibacter_mediatlanticus_tb_2,391592,collection1
3075,33337,Campylobacter_coli,195,collection95
3076,31442,Campylobacter_coli_1091,887290,collection9
3077,29664,Campylobacter_coli_1098,887291,collection1
3078,38497,Campylobacter_coli_111_3,887280,collection3
3079,36451,Campylobacter_coli_1148,887292,collection16
3080,21600,Campylobacter_coli_132_6,887282,collection8
3081,12207,Campylobacter_coli_1417,887293,collection2
3082,36435,Campylobacter_coli_151_9,887285,collection16
3083,17199,Campylobacter_coli_15_537360,1358410,collection44
3084,31702,Campylobacter_coli_1891,887294,collection12
3085,34930,Campylobacter_coli_1909,887295,collection11
3086,12212,Campylobacter_coli_1948,887296,collection2
3087,15273,Campylobacter_coli_1957,887297,collection18
3088,21891,Campylobacter_coli_1961,887298,collection6
3089,21687,Campylobacter_coli_202_04,887299,collection6
3090,21297,Campylobacter_coli_2548,887315,collection24
3091,13220,Campylobacter_coli_2553,887316,collection23
3092,21649,Campylobacter_coli_2680,887317,collection8
3093,12153,Campylobacter_coli_2685,887318,collection2
3094,29594,Campylobacter_coli_2688,887319,collection1
3095,31354,Campylobacter_coli_2692,887320,collection9
3096,26124,Campylobacter_coli_2698,887321,collection22
3097,4443,Campylobacter_coli_317_04,887300,collection10
3098,21340,Campylobacter_coli_37_05,887301,collection24
3099,21724,Campylobacter_coli_59_2,887283,collection6
3100,21574,Campylobacter_coli_67_8,887284,collection8
3101,12403,Campylobacter_coli_76339,1367491,collection43
3102,26005,Campylobacter_coli_7_1,887281,collection22
3103,8228,Campylobacter_coli_80352,887288,collection5
3104,38368,Campylobacter_coli_84_2,887287,collection3
3105,24791,Campylobacter_coli_86119,887289,collection7
3106,31663,Campylobacter_coli_90_3,887286,collection12
3107,5359,Campylobacter_coli_cvm_41898,1440010,collection162
3108,34175,Campylobacter_coli_cvm_41915,1440011,collection164
3109,39390,Campylobacter_coli_cvm_41917,1440012,collection172
3110,25073,Campylobacter_coli_cvm_41932,1440021,collection168
3111,28203,Campylobacter_coli_cvm_41939,1440022,collection170
3112,34136,Campylobacter_coli_cvm_41944,1440013,collection164
3113,39037,Campylobacter_coli_cvm_41945,1440014,collection166
3114,25016,Campylobacter_coli_cvm_41953,1440015,collection168
3115,25187,Campylobacter_coli_cvm_41955,1440023,collection168
3116,30849,Campylobacter_coli_cvm_41957,1440024,collection171
3117,24989,Campylobacter_coli_cvm_41958,1440025,collection168
3118,34115,Campylobacter_coli_cvm_41963,1440016,collection164
3119,25189,Campylobacter_coli_cvm_41965,1323655,collection168
3120,34239,Campylobacter_coli_cvm_41970,1323654,collection164
3121,34028,Campylobacter_coli_cvm_41971,1440017,collection164
3122,11890,Campylobacter_coli_cvm_41976,1440026,collection167
3123,39054,Campylobacter_coli_cvm_41986,1323656,collection166
3124,30979,Campylobacter_coli_cvm_n13165,1440018,collection171
3125,25146,Campylobacter_coli_cvm_n20344,1440019,collection168
3126,5439,Campylobacter_coli_cvm_n20402,1440020,collection162
3127,32289,Campylobacter_coli_cvm_n29710,1273173,collection40
3128,24703,Campylobacter_coli_cvm_n29716,1242865,collection38
3129,612,Campylobacter_coli_h56,887312,collection20
3130,12330,Campylobacter_coli_h6,887309,collection2
3131,31572,Campylobacter_coli_h8,887310,collection12
3132,13227,Campylobacter_coli_h9,887311,collection23
3133,15023,Campylobacter_coli_ipsid_1,1437818,collection83
3134,698,Campylobacter_coli_jv20,864566,collection20
3135,25772,Campylobacter_coli_k3,1412896,collection61
3136,18239,Campylobacter_coli_k7,1412897,collection49
3137,31690,Campylobacter_coli_lmg_23336,887303,collection12
3138,30542,Campylobacter_coli_lmg_23341,887304,collection14
3139,29953,Campylobacter_coli_lmg_23342,887305,collection19
3140,7964,Campylobacter_coli_lmg_23344,887306,collection25
3141,30617,Campylobacter_coli_lmg_9853,887307,collection14
3142,13528,Campylobacter_coli_lmg_9854,887302,collection4
3143,29744,Campylobacter_coli_lmg_9860,887308,collection1
3144,10089,Campylobacter_coli_rm1875,1183378,collection53
3145,36635,Campylobacter_coli_rm2228,306254,collection16
3146,23826,Campylobacter_coli_rm4661,1183379,collection59
3147,2203,Campylobacter_coli_rm5611,1183380,collection48
3148,8299,Campylobacter_coli_z156,887313,collection5
3149,34802,Campylobacter_coli_z163,887314,collection11
3150,7915,Campylobacter_concisus_13826,360104,collection25
3151,22768,Campylobacter_concisus_atcc_51561,1243032,collection45
3152,22808,Campylobacter_concisus_atcc_51562,1242969,collection45
3153,37308,Campylobacter_concisus_unsw1,1242967,collection52
3154,28433,Campylobacter_concisus_unsw2,1242965,collection47
3155,7230,Campylobacter_concisus_unsw3,1242966,collection60
3156,13348,Campylobacter_concisus_unswcd,929793,collection4
3157,7186,Campylobacter_concisus_unswcs,1242968,collection60
3158,36548,Campylobacter_curvus_525_92,360105,collection16
3159,20496,Campylobacter_fetus,196,collection87
3160,31009,Campylobacter_fetus_subsp_fetus,32019,collection171
3161,1283,Campylobacter_fetus_subsp_fetus_04_554,1240980,collection85
3162,6322,Campylobacter_fetus_subsp_fetus_82_40,360106,collection13
3163,38793,Campylobacter_fetus_subsp_testudinum,1507806,collection90
3164,17265,Campylobacter_fetus_subsp_testudinum_03_427,1244528,collection44
3165,1234,Campylobacter_fetus_subsp_venerealis_97_608,1093099,collection85
3166,32596,Campylobacter_fetus_subsp_venerealis_cfvi03_293,1273266,collection42
3167,39746,Campylobacter_fetus_subsp_venerealis_nctc_10354,983328,collection15
3168,34388,Campylobacter_fetus_subsp_venerealis_str_84_112,688354,collection92
3169,29648,Campylobacter_gracilis_rm3268,553220,collection1
3170,34888,Campylobacter_hominis_atcc_baa_381,360107,collection11
3171,1996,Campylobacter_hyointestinalis_subsp_hyointestinalis,91352,collection73
3172,14693,Campylobacter_iguaniorum,1244531,collection66
3173,16644,Campylobacter_insulaenigrae_nctc_12927,1031564,collection88
3174,22205,Campylobacter_jejuni,197,collection94
3175,17685,Campylobacter_jejuni_10186,1365653,collection63
3176,30276,Campylobacter_jejuni_10227,1327986,collection76
3177,27114,Campylobacter_jejuni_20176,1365654,collection75
3178,2128,Campylobacter_jejuni_255,1324967,collection73
3179,17866,Campylobacter_jejuni_30286,1365655,collection65
3180,36070,Campylobacter_jejuni_30318,1365656,collection72
3181,19741,Campylobacter_jejuni_32488,1338035,collection41
3182,22812,Campylobacter_jejuni_4031,1347340,collection45
3183,35939,Campylobacter_jejuni_bj_cjd101,1310162,collection72
3184,21967,Campylobacter_jejuni_cj1,1365657,collection79
3185,14695,Campylobacter_jejuni_cj2,1365659,collection66
3186,26937,Campylobacter_jejuni_cj3,1365660,collection75
3187,11251,Campylobacter_jejuni_cj5,1367443,collection77
3188,24999,Campylobacter_jejuni_cvm_41900,1323652,collection168
3189,39242,Campylobacter_jejuni_cvm_41902,1440038,collection172
3190,39104,Campylobacter_jejuni_cvm_41905,1440037,collection166
3191,39287,Campylobacter_jejuni_cvm_41908,1440036,collection172
3192,30848,Campylobacter_jejuni_cvm_41910,1440035,collection171
3193,25032,Campylobacter_jejuni_cvm_41912,1440034,collection168
3194,28191,Campylobacter_jejuni_cvm_41914,1440033,collection170
3195,39314,Campylobacter_jejuni_cvm_41918,1440032,collection172
3196,34068,Campylobacter_jejuni_cvm_41921,1440031,collection164
3197,12108,Campylobacter_jejuni_cvm_41922,1440030,collection167
3198,32469,Campylobacter_jejuni_cvm_41923,1440029,collection169
3199,39039,Campylobacter_jejuni_cvm_41927,1323653,collection166
3200,34659,Campylobacter_jejuni_cvm_41933,1440028,collection163
3201,11988,Campylobacter_jejuni_cvm_41934,1440027,collection167
3202,39284,Campylobacter_jejuni_cvm_41936,1440060,collection172
3203,5279,Campylobacter_jejuni_cvm_41943,1440061,collection162
3204,12007,Campylobacter_jejuni_cvm_41946,1323650,collection167
3205,32550,Campylobacter_jejuni_cvm_41964,1440062,collection169
3206,34198,Campylobacter_jejuni_cvm_41973,1323651,collection164
3207,34033,Campylobacter_jejuni_cvm_41974,1440063,collection164
3208,12113,Campylobacter_jejuni_cvm_41975,1440064,collection167
3209,5275,Campylobacter_jejuni_cvm_41985,1440042,collection162
3210,26993,Campylobacter_jejuni_k1,1365661,collection75
3211,3402,Campylobacter_jejuni_k5,1365662,collection71
3212,8069,Campylobacter_jejuni_rm1221,195099,collection5
3213,4324,Campylobacter_jejuni_subsp_doylei_269_97,360109,collection10
3214,17746,Campylobacter_jejuni_subsp_jejuni,32022,collection63
3215,32744,Campylobacter_jejuni_subsp_jejuni_00_2425,1357994,collection42
3216,19554,Campylobacter_jejuni_subsp_jejuni_00_2426,1380767,collection41
3217,19596,Campylobacter_jejuni_subsp_jejuni_00_2538,1380768,collection41
3218,24730,Campylobacter_jejuni_subsp_jejuni_00_2544,1383068,collection38
3219,29540,Campylobacter_jejuni_subsp_jejuni_110_21,889214,collection1
3220,619,Campylobacter_jejuni_subsp_jejuni_1213,889230,collection20
3221,29812,Campylobacter_jejuni_subsp_jejuni_129_258,889213,collection19
3222,6219,Campylobacter_jejuni_subsp_jejuni_1336,683082,collection13
3223,4005,Campylobacter_jejuni_subsp_jejuni_140_16,889215,collection21
3224,29924,Campylobacter_jejuni_subsp_jejuni_1577,889231,collection19
3225,12172,Campylobacter_jejuni_subsp_jejuni_1798,889232,collection2
3226,30571,Campylobacter_jejuni_subsp_jejuni_1854,889233,collection14
3227,6173,Campylobacter_jejuni_subsp_jejuni_1893,889234,collection13
3228,579,Campylobacter_jejuni_subsp_jejuni_1928,889235,collection20
3229,8100,Campylobacter_jejuni_subsp_jejuni_1997_1,889221,collection5
3230,21285,Campylobacter_jejuni_subsp_jejuni_1997_10,889224,collection24
3231,30656,Campylobacter_jejuni_subsp_jejuni_1997_11,889225,collection14
3232,8236,Campylobacter_jejuni_subsp_jejuni_1997_14,889226,collection5
3233,8039,Campylobacter_jejuni_subsp_jejuni_1997_4,889222,collection25
3234,39685,Campylobacter_jejuni_subsp_jejuni_1997_7,889223,collection15
3235,8125,Campylobacter_jejuni_subsp_jejuni_2008_1025,889250,collection5
3236,21832,Campylobacter_jejuni_subsp_jejuni_2008_831,889255,collection6
3237,26137,Campylobacter_jejuni_subsp_jejuni_2008_872,889252,collection22
3238,12198,Campylobacter_jejuni_subsp_jejuni_2008_894,889251,collection2
3239,13412,Campylobacter_jejuni_subsp_jejuni_2008_979,889254,collection4
3240,6242,Campylobacter_jejuni_subsp_jejuni_2008_988,889253,collection13
3241,13420,Campylobacter_jejuni_subsp_jejuni_260_94,360108,collection4
3242,12167,Campylobacter_jejuni_subsp_jejuni_305,691337,collection2
3243,536,Campylobacter_jejuni_subsp_jejuni_327,691338,collection20
3244,30599,Campylobacter_jejuni_subsp_jejuni_414,683083,collection14
3245,15439,Campylobacter_jejuni_subsp_jejuni_51037,889227,collection18
3246,29810,Campylobacter_jejuni_subsp_jejuni_51494,889216,collection19
3247,6187,Campylobacter_jejuni_subsp_jejuni_53161,889220,collection13
3248,36438,Campylobacter_jejuni_subsp_jejuni_55037,889218,collection16
3249,26381,Campylobacter_jejuni_subsp_jejuni_60004,889217,collection17
3250,38380,Campylobacter_jejuni_subsp_jejuni_81116,407148,collection3
3251,8020,Campylobacter_jejuni_subsp_jejuni_81_176,354242,collection25
3252,30374,Campylobacter_jejuni_subsp_jejuni_81_176_drh212,1436884,collection76
3253,24220,Campylobacter_jejuni_subsp_jejuni_81_176_umcw7,1436885,collection68
3254,21970,Campylobacter_jejuni_subsp_jejuni_81_176_umcw9,1437113,collection79
3255,29772,Campylobacter_jejuni_subsp_jejuni_84_25,360110,collection19
3256,6194,Campylobacter_jejuni_subsp_jejuni_86605,889219,collection13
3257,8254,Campylobacter_jejuni_subsp_jejuni_87330,889228,collection5
3258,29626,Campylobacter_jejuni_subsp_jejuni_87459,889229,collection1
3259,7905,Campylobacter_jejuni_subsp_jejuni_atcc_33560,889247,collection25
3260,26317,Campylobacter_jejuni_subsp_jejuni_bh_01_0142,482628,collection17
3261,13234,Campylobacter_jejuni_subsp_jejuni_cf93_6,360111,collection23
3262,29891,Campylobacter_jejuni_subsp_jejuni_cg8421,478547,collection19
3263,8049,Campylobacter_jejuni_subsp_jejuni_cg8486,398000,collection25
3264,21704,Campylobacter_jejuni_subsp_jejuni_d2600,1093789,collection6
3265,13353,Campylobacter_jejuni_subsp_jejuni_dfvf1099,691336,collection4
3266,34279,Campylobacter_jejuni_subsp_jejuni_f38011,1408176,collection92
3267,31646,Campylobacter_jejuni_subsp_jejuni_hb93_13,360112,collection12
3268,24662,Campylobacter_jejuni_subsp_jejuni_hn_cjd07035,1310163,collection38
3269,24769,Campylobacter_jejuni_subsp_jejuni_ia3902,567106,collection7
3270,8068,Campylobacter_jejuni_subsp_jejuni_icdccj07001,757425,collection5
3271,22545,Campylobacter_jejuni_subsp_jejuni_icdccj07002,1295394,collection37
3272,5025,Campylobacter_jejuni_subsp_jejuni_icdccj07004,1295400,collection36
3273,13223,Campylobacter_jejuni_subsp_jejuni_lmg_23210,889237,collection23
3274,13445,Campylobacter_jejuni_subsp_jejuni_lmg_23211,889238,collection4
3275,6371,Campylobacter_jejuni_subsp_jejuni_lmg_23216,889239,collection13
3276,31599,Campylobacter_jejuni_subsp_jejuni_lmg_23218,889240,collection12
3277,543,Campylobacter_jejuni_subsp_jejuni_lmg_23223,889241,collection20
3278,12201,Campylobacter_jejuni_subsp_jejuni_lmg_23263,889242,collection2
3279,15256,Campylobacter_jejuni_subsp_jejuni_lmg_23264,889243,collection18
3280,36609,Campylobacter_jejuni_subsp_jejuni_lmg_23269,889244,collection16
3281,30626,Campylobacter_jejuni_subsp_jejuni_lmg_23357,889246,collection14
3282,34836,Campylobacter_jejuni_subsp_jejuni_lmg_9081,889248,collection11
3283,36423,Campylobacter_jejuni_subsp_jejuni_lmg_9217,889249,collection16
3284,21433,Campylobacter_jejuni_subsp_jejuni_lmg_9872,889236,collection8
3285,12281,Campylobacter_jejuni_subsp_jejuni_lmg_9879,889245,collection2
3286,7837,Campylobacter_jejuni_subsp_jejuni_m1,645464,collection25
3287,30771,Campylobacter_jejuni_subsp_jejuni_nctc_11168_atcc_700819,192222,collection0
3288,719,Campylobacter_jejuni_subsp_jejuni_nctc_11168_bn148,1211776,collection20
3289,33175,Campylobacter_jejuni_subsp_jejuni_nctc_11168_gsv,1385724,collection93
3290,22282,Campylobacter_jejuni_subsp_jejuni_nctc_11168_k12e5,1385720,collection94
3291,33112,Campylobacter_jejuni_subsp_jejuni_nctc_11168_kf1,1385723,collection93
3292,33159,Campylobacter_jejuni_subsp_jejuni_nctc_11168_mck12e5,1385721,collection93
3293,22221,Campylobacter_jejuni_subsp_jejuni_nctc_11168_mfk12e5,1385722,collection94
3294,36583,Campylobacter_jejuni_subsp_jejuni_nw,1093788,collection16
3295,1926,Campylobacter_jejuni_subsp_jejuni_r14,1295010,collection73
3296,26230,Campylobacter_jejuni_subsp_jejuni_s3,718271,collection17
3297,32781,Campylobacter_jejuni_x,1381117,collection42
3298,20067,Campylobacter_lari,201,collection110
3299,7783,Campylobacter_lari_ccug_22395,1388750,collection89
3300,20656,Campylobacter_lari_nctc_11845,1388749,collection87
3301,16502,Campylobacter_lari_rm16701,1453989,collection88
3302,38801,Campylobacter_lari_rm16712,1453988,collection90
3303,38459,Campylobacter_lari_rm2100,306263,collection3
3304,16522,Campylobacter_lari_subsp_concheus_lmg_11760,1031536,collection88
3305,17792,Campylobacter_mucosalis,202,collection63
3306,34385,Campylobacter_peloridis_lmg_23910,1388753,collection92
